descArea,codRisco,idMtzRisco,descricao,a_sistema,gau_de_risco,bgcolor,fgcolor,ProcessoPri,programas,processoSec,programasSec
Financeiro,SODCR04,29,"O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_acr_estorno,"Aprovar Venda","cd0203 | cm0201 | cm0202"
Financeiro,SODCR04,29,"O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_acr_estorno,"Alterar perfis de acesso para o Faturamento",cd0821
Financeiro,SODCR04,29,"O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_acr_estorno,"Aprovar alterações de perfil de acesso para o faturamento",cd0821
Financeiro,SODCR04,29,"O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,MEDIO,#FF8C00,#FFFF,"Cancelamento de Títulos",bas_tit_acr_estorno,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003"
Financeiro,SODCR04,29,"O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_acr_estorno,"Integração Com o Contas a Receber",ft0603
Financeiro,SODCR04,29,"O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,ALTO,#ff0000,#000000,"Cancelamento de Títulos",bas_tit_acr_estorno,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr
Financeiro,SODCR04,29,"O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,MEDIO,#FF8C00,#FFFF,"Cancelamento de Títulos",bas_tit_acr_estorno,"Permissão de Usuários Vendas",cd0821
Financeiro,SODCR04,29,"O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,BAIXO,#3a309c,#f9f9f9,"Cancelamento de Títulos",bas_tit_acr_estorno,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr
Financeiro,SODCR04,29,"O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,BAIXO,#3a309c,#f9f9f9,"Cancelamento de Títulos",bas_tit_acr_estorno,"Alteração de Valor Títulos",bas_tit_acr_alteracao
Financeiro,SODCR04,29,"O usuário pode limpar as faturas de forma inadequada através da manutenção de recibos de clientes e notas de crédito do cliente.",D,BAIXO,#3a309c,#f9f9f9,"Cancelamento de Títulos",bas_tit_acr_estorno,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr
Financeiro,SODCR05,30,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr,"Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507"
Financeiro,SODCR05,30,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr,"Manutenção de Crédito de Clientes","cm0101 | cm0102 | cm0202"
Financeiro,SODCR05,30,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr,"Permissão de usários Crédito",cd4600
Financeiro,SODCR05,30,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr,"Solicitar Venda",pd4000
Financeiro,SODCR05,30,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr,"Aprovar Venda","cd0203 | cm0201 | cm0202"
Financeiro,SODCR05,30,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr,"Alterar perfis de acesso para o Faturamento",cd0821
Financeiro,SODCR05,30,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr,"Aprovar alterações de perfil de acesso para o faturamento",cd0821
Financeiro,SODCR05,30,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr,"Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003"
Financeiro,SODCR05,30,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr,"Integração Com o Contas a Receber",ft0603
Financeiro,SODCR05,30,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr,"Registrar Título / Adiantamento",bas_lote_impl_tit_acr
Financeiro,SODCR05,30,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr,"Alteração de Valor Títulos",bas_tit_acr_alteracao
Financeiro,SODCR05,30,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr,"Liquidação Títulos Recebimento",bas_lote_liquidac_acr
Financeiro,SODCR05,30,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,ALTO,#ff0000,#000000,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr,"Cancelamento de Títulos",bas_tit_acr_estorno
Financeiro,SODCR05,30,"O usuário pode criar, alterar, excluir, registros assim gerando movimentação financeira inexistente",D,MEDIO,#FF8C00,#FFFF,"Permissão para Inclusão/Alteração/Baixa/Cancelamento",bas_usuar_financ_estab_acr,"Permissão de Usuários Vendas",cd0821
Fiscal,FI01,62,"Atualizar informações de impostos, podendo gerar penalidades pelas autoridades ou desconfiança das partes interessadas nos relatórios financeiros.",D,ALTO,#ff0000,#000000,"Atualizar alíquotas de impostos","add_item_tab_prgssiv_impto | bas_imposto | bas_impto_vincul_empres | bas_tab_prgssiv_impto_retid | cd0182 | cd0606 | era_item_tab_prgssiv_impto | mod_item_tab_prgssiv_impto","Atualizar alíquotas de impostos","add_item_tab_prgssiv_impto | bas_imposto | bas_impto_vincul_empres | bas_tab_prgssiv_impto_retid | cd0182 | cd0606 | era_item_tab_prgssiv_impto | mod_item_tab_prgssiv_impto"
"Investimento ",IN01,55,"Riscos de alocação indevidas de verbas de investimento.",D,ALTO,#ff0000,#000000,"Manutenção Verbas Investimento",in0303,"Manutenção Verbas Investimento",in0303
"Recursos Humanos",SODRH01,31,"Divulgação indevida de informação de salario de um ou mais colaboradores da empresa",D,ALTO,#ff0000,#000000,"Cadastrar Funcionario","fp1440 | fp1500","Cadastrar Funcionario","fp1440 | fp1500"
"Recursos Humanos",SODRH01,31,"Divulgação indevida de informação de salario de um ou mais colaboradores da empresa",D,ALTO,#ff0000,#000000,"Emite holerite","fp3500 | fp3500a","Emite holerite","fp3500 | fp3500a"
"Recursos Humanos",SODRH01,31,"Divulgação indevida de informação de salario de um ou mais colaboradores da empresa",D,ALTO,#ff0000,#000000,"Gera listagem dados cadastrais de funcionário",fp1581,"Gera listagem dados cadastrais de funcionário",fp1581
"Recursos Humanos",SODRH01,31,"Divulgação indevida de informação de salario de um ou mais colaboradores da empresa",D,ALTO,#ff0000,#000000,"Emite recibo de férias",fr0220,"Emite recibo de férias",fr0220
"Recursos Humanos",SODRH01,31,"Divulgação indevida de informação de salario de um ou mais colaboradores da empresa",D,ALTO,#ff0000,#000000,"Gera relatório da folha",fp4000,"Gera relatório da folha",fp4000
"Recursos Humanos",SODRH01,31,"Divulgação indevida de informação de salario de um ou mais colaboradores da empresa",D,ALTO,#ff0000,#000000,"Gera arquivo EDI holerite online",FP1999,"Gera arquivo EDI holerite online",FP1999
"Recursos Humanos",SODRH01,31,"Divulgação indevida de informação de salario de um ou mais colaboradores da empresa",D,ALTO,#ff0000,#000000,"Gera arquivo EDI banco pagamento","fp0536 | fp0537 | fp0538 | fp0539 | fp0543 | fp0544 | fp0545 | fp0546 | fp0547 | fp0548 | fp0549 | fp0553 | fp0554 | fp0559 | fp0563 | fp3420 | fp3721 | fp3722 | fp3723 | fp3724 | fp3725 | fp5545 | fp5546 | fp5547 | fp5548 | fp5611 | FP5612 | fp5613 | fp5614 | fp5801 | fp5821 | fp5822 | fp5823 | fp5824 | fp5825 | fp5826 | fp5827 | fp5829 | fp5830 | fp5831 | fp5833 | fp5841 | fp5850 | fp5856 | fp5860 | fp5861 | fp5864 | fp5865 | fp5870 | fp5881 | fp5891 | fp5892 | fp5895 | fp6114 | fp6115 | fp6116 | fp6117 | fp6118 | fp6119 | fp6123 | fp6124 | fp6125 | fp6126 | fr5618 | fr5619 | fr5865 | fr5882 | fr5883","Gera arquivo EDI banco pagamento","fp0536 | fp0537 | fp0538 | fp0539 | fp0543 | fp0544 | fp0545 | fp0546 | fp0547 | fp0548 | fp0549 | fp0553 | fp0554 | fp0559 | fp0563 | fp3420 | fp3721 | fp3722 | fp3723 | fp3724 | fp3725 | fp5545 | fp5546 | fp5547 | fp5548 | fp5611 | FP5612 | fp5613 | fp5614 | fp5801 | fp5821 | fp5822 | fp5823 | fp5824 | fp5825 | fp5826 | fp5827 | fp5829 | fp5830 | fp5831 | fp5833 | fp5841 | fp5850 | fp5856 | fp5860 | fp5861 | fp5864 | fp5865 | fp5870 | fp5881 | fp5891 | fp5892 | fp5895 | fp6114 | fp6115 | fp6116 | fp6117 | fp6118 | fp6119 | fp6123 | fp6124 | fp6125 | fp6126 | fr5618 | fr5619 | fr5865 | fr5882 | fr5883"
"Recursos Humanos",SODRH09,39,"Usuario pode alterar permissões de acesso a grupo de informações e ter acesso a informações restritas",D,ALTO,#ff0000,#000000,"Atribuir permissoes de grupo de informação",fp0170,"Atribuir permissoes de grupo de informação",fp0170
"Recursos Humanos",SODRH12,42,"Divulgação indevida de informações pessoais de funcionarios, dependentes e terceiros",D,MEDIO,#FF8C00,#FFFF,"Cadastra e altera dados pessoais de dependentes",fp1760,"Cadastra e altera dados pessoais de dependentes",fp1760
"Recursos Humanos",SODRH12,42,"Divulgação indevida de informações pessoais de funcionarios, dependentes e terceiros",D,MEDIO,#FF8C00,#FFFF,"Cadastra e altera dados pessoais e sensiveis de terceiros",fp1510,"Cadastra e altera dados pessoais e sensiveis de terceiros",fp1510
"Recursos Humanos",SODRH12,42,"Divulgação indevida de informações pessoais de funcionarios, dependentes e terceiros",D,MEDIO,#FF8C00,#FFFF,"Cadastra e altera dados pessoais e sensiveis de Funcionário","fp1440 | fp1500","Cadastra e altera dados pessoais e sensiveis de Funcionário","fp1440 | fp1500"
"Recursos Humanos",SODRH12,42,"Divulgação indevida de informações pessoais de funcionarios, dependentes e terceiros",D,MEDIO,#FF8C00,#FFFF,"Cadastra e altera dados pessais sensiveis de funcionário e beneficiarios",fp1740,"Cadastra e altera dados pessais sensiveis de funcionário e beneficiarios",fp1740
"Recursos Humanos",SODRH12,42,"Divulgação indevida de informações pessoais de funcionarios, dependentes e terceiros",D,MEDIO,#FF8C00,#FFFF,"Consulta dados pessoais e sensiveis de funcionário","fp1440 | fp1442 | fp1500 | fp1520","Consulta dados pessoais e sensiveis de funcionário","fp1440 | fp1442 | fp1500 | fp1520"
"Recursos Humanos",SODRH12,42,"Divulgação indevida de informações pessoais de funcionarios, dependentes e terceiros",D,MEDIO,#FF8C00,#FFFF,"Consulta dados pessoais de dependentes","fp1760 | fp1762","Consulta dados pessoais de dependentes","fp1760 | fp1762"
"Recursos Humanos",SODRH12,42,"Divulgação indevida de informações pessoais de funcionarios, dependentes e terceiros",D,MEDIO,#FF8C00,#FFFF,"Consulta dados pessais sensiveis de funcionário e agregado e beneficiarios","fp1740 | fp1742","Consulta dados pessais sensiveis de funcionário e agregado e beneficiarios","fp1740 | fp1742"
"Recursos Humanos",SODRH12,42,"Divulgação indevida de informações pessoais de funcionarios, dependentes e terceiros",D,ALTO,#ff0000,#000000,"Gera listagem dados cadastrais de funcionário",fp1581,"Gera listagem dados cadastrais de funcionário",fp1581
"Recursos Humanos",SODRH12,42,"Divulgação indevida de informações pessoais de funcionarios, dependentes e terceiros",D,ALTO,#ff0000,#000000,"Gera listagem dados pessoais e sensiveis de terceiros",fp1511,"Gera listagem dados pessoais e sensiveis de terceiros",fp1511
"Recursos Humanos",SODRH12,42,"Divulgação indevida de informações pessoais de funcionarios, dependentes e terceiros",D,ALTO,#ff0000,#000000,"Gera listagem dados pessoais sensiveis de funcionário e beneficiarios",fp1741,"Gera listagem dados pessoais sensiveis de funcionário e beneficiarios",fp1741
TI,TI03,52,"Associar privilégios para outros usuários. (Aprovação, Hierarquia, Limites Pagamento)",D,BAIXO,#3a309c,#f9f9f9,"Associação de privilégios aos usuários","bas_cta_ctbl_restric | bas_plano_cta_unid_organ_segur | bas_unid_control_financ | bas_unid_fechto_cx | bas_usuar_apl | bas_usuar_financ_estab_acr | bas_usuar_financ_estab_apb | bas_utiliz_cenar_ctbl_segur | cd0201 | cd0254 | cd1700 | cd1701 | cd1702 | cd1708 | cd1710 | cd1712 | cd1713 | cd1715 | cd1716 | cd1800 | cd4600 | cq0106 | in9010 | in9020 | re0101","Associação de privilégios aos usuários","bas_cta_ctbl_restric | bas_plano_cta_unid_organ_segur | bas_unid_control_financ | bas_unid_fechto_cx | bas_usuar_apl | bas_usuar_financ_estab_acr | bas_usuar_financ_estab_apb | bas_utiliz_cenar_ctbl_segur | cd0201 | cd0254 | cd1700 | cd1701 | cd1702 | cd1708 | cd1710 | cd1712 | cd1713 | cd1715 | cd1716 | cd1800 | cd4600 | cq0106 | in9010 | in9020 | re0101"
TI,TI02,53,"Uma pessoa que controle o acesso ao perfil/função e os IDs de usuário aumenta o risco de acesso inadequado.",D,ALTO,#ff0000,#000000,"Manutenção Dados Mestre Usuários",sec000aa,"Manutenção de Perfis / Funções",bas_grp_usuar
TI,TI01,54,"Mudanças privilégios de acesso dos usuários.",D,ALTO,#ff0000,#000000,"Manutenção Dados Mestre Usuários",sec000aa,"Manutenção Dados Mestre Usuários",sec000aa
Vendas,SODPD01,16,"O usuário pode criar um cliente e depois enviar pagamentos contra o cliente. O usuário pode criar um cliente e entregar bens para esse cliente, apropriando-se assim de bens. O usuário pode criar um cliente fictício e depois enviar faturas ao cliente. O usuário pode criar um cliente fictício e emitir uma nota de crédito para o cliente.",D,BAIXO,#3a309c,#f9f9f9,"Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507","Faturar pedido de venda","eq0503 | eq0504 | eq0505 | eq0506 | eq0508 | ft0502 | ft0518 | ft2200 | ft4001 | ft4002 | ft4003"
Vendas,SODPD01,16,"O usuário pode criar um cliente e depois enviar pagamentos contra o cliente. O usuário pode criar um cliente e entregar bens para esse cliente, apropriando-se assim de bens. O usuário pode criar um cliente fictício e depois enviar faturas ao cliente. O usuário pode criar um cliente fictício e emitir uma nota de crédito para o cliente.",D,BAIXO,#3a309c,#f9f9f9,"Cadastrar Cliente","bas_cliente_fin | bas_cliente_lib_pedido | bas_cliente_negoc_titulos | bas_cliente_novo | bas_pessoa_fisic | bas_pessoa_jurid_tec | bas_unid_negoc | cd0704 | cd1510 | pd0507","Registrar Título / Adiantamento",bas_lote_impl_tit_acr
